team_slug,team_name,planning_year,race_id,race_name,category,date_label,status,actual_points,rider_count,source_url,pcs_race_slug,checked_at_utc,notes
team-flanders-baloise,Team Flanders - Baloise,2026,274,Trofeo Andratx - Pollença,1.1,31.01,completed,3.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,trofeo-pollenca-port-d-andratx,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,284,GP Lillers,1.2,08.03,completed,40.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,gp-de-la-ville-de-lillers,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,349,Heistse Pijl,1.1,06.06,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,heist-op-den-berg,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,437,Ronde van Limburg,1.1,15.04,completed,38.0,2,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,ronde-van-limburg,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,444,Gooikse Pijl,1.1,20.09,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,gooikse-pijl,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,539,Grand Prix Criquielion,1.1,24.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,grand-prix-criquielion,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,765,Tour de Hongrie,2.Pro,13.05-17.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,tour-de-hongrie,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,996,Muur Classic Geraardsbergen,1.1,14.06,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,muur-classic-geraardsbergen,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,2729,GP Jean-Pierre Monseré,1.1,22.03,completed,15.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,grote-prijs-jean-pierre-monsere,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,7660,Famenne Ardenne Classic,1.1,03.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,famenne-ardenne-classic,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,10204,Antwerp Port Epic,1.1,25.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,antwerp-port-epic,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,16519,Clásica Jaén,1.1,16.02,completed,3.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,clasica-jaen-paraiso-interior,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,18953,Le Tour des 100 Communes,1.2,07.03,completed,0.0,0,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,le-tour-des-100-communes,2026-04-21T03:38:31.782743+00:00,uci_points_missing_after_race
team-flanders-baloise,Team Flanders - Baloise,2026,27987,Trofeo Ses Salines TTT,1.1,29.01,completed,4.97,7,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,trofeo-ses-salines-felanitx,2026-04-21T03:38:31.782743+00:00,
